question_id,error_id,error_name,error_type,description
Q_M_20_139,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_20_140,ERR_M_21_009,Recurrence relation misapplication,Procedural error,"Student applies the Newton's identity or recurrence Pₙ = sPₙ₋₁ − pPₙ₋₂ with incorrect initial conditions (P₀, P₁) or confuses Pₙ = αⁿ + βⁿ with Pₙ = αⁿ − βⁿ, leading to a wrong telescoping result."
Q_M_20_141,ERR_M_21_004,Greatest integer function continuity assumption,Conceptual error,"Student treats [x] as continuous or differentiable, failing to analyze the equation on each unit interval separately, leading to missed or phantom solutions."
Q_M_20_141,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_142,ERR_M_21_003,Common-root algebra without verification,Procedural error,"Student finds a candidate common root by eliminating between two equations but fails to verify it actually satisfies both original equations, accepting a spurious root introduced by the elimination process."
Q_M_20_143,ERR_M_21_002,Double-counting from |x| symmetry,Procedural error,"In equations involving |x| or x², student counts x = a and x = −a as distinct roots when they are the same, or merges them when they are indeed distinct, leading to an incorrect root count."
Q_M_20_144,ERR_M_21_006,Sign error in Vieta's product,Procedural error,"Student uses αβ = c/a instead of αβ = c/a with the correct sign convention for the given equation form (e.g., confusing x² + bx + c = 0 with x² − bx + c = 0), propagating a sign error through all subsequent computations."
Q_M_20_144,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_145,ERR_M_21_010,Missing absolute-value cases,Setup error,"Student solves the equation under only one sign condition of the absolute value argument, missing valid solutions from other intervals or including extraneous solutions from incorrect intervals."
Q_M_20_145,ERR_M_21_002,Double-counting from |x| symmetry,Procedural error,"In equations involving |x| or x², student counts x = a and x = −a as distinct roots when they are the same, or merges them when they are indeed distinct, leading to an incorrect root count."
Q_M_20_146,ERR_M_21_009,Recurrence relation misapplication,Procedural error,"Student applies the Newton's identity or recurrence Pₙ = sPₙ₋₁ − pPₙ₋₂ with incorrect initial conditions (P₀, P₁) or confuses Pₙ = αⁿ + βⁿ with Pₙ = αⁿ − βⁿ, leading to a wrong telescoping result."
Q_M_20_147,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_148,ERR_M_21_003,Common-root algebra without verification,Procedural error,"Student finds a candidate common root by eliminating between two equations but fails to verify it actually satisfies both original equations, accepting a spurious root introduced by the elimination process."
Q_M_20_148,ERR_M_21_005,Discriminant-as-sufficient confusion,Conceptual error,"Student treats D ≥ 0 as sufficient for real roots when additional constraints (coefficient signs, domain restrictions, or integer-valued parameters) are needed, concluding real roots exist when they may not satisfy all conditions."
Q_M_20_149,ERR_M_21_002,Double-counting from |x| symmetry,Procedural error,"In equations involving |x| or x², student counts x = a and x = −a as distinct roots when they are the same, or merges them when they are indeed distinct, leading to an incorrect root count."
Q_M_20_150,ERR_M_21_008,Extraneous root from substitution,Procedural error,"After substituting t = eˣ, t = √x, or t = |x| and solving the resulting quadratic, student fails to reject solutions where t < 0 or t falls outside the domain of the original variable."
Q_M_02_076,ERR_M_02_004,Dropping the constraint in geometric optimization,Setup error,"In wire-cutting or inscribed-figure problems, the student writes the objective function in two variables but fails to properly substitute the constraint to reduce to one variable."
Q_M_02_077,ERR_M_02_004,Dropping the constraint in geometric optimization,Setup error,"In wire-cutting or inscribed-figure problems, the student writes the objective function in two variables but fails to properly substitute the constraint to reduce to one variable."
Q_M_02_078,ERR_M_02_002,Missing a root of f' due to incomplete factorization,Procedural error,The student factors f'(x) partially and misses a critical point — especially when the derivative factors into a product with both polynomial and trigonometric/exponential factors.
Q_M_02_079,ERR_M_02_012,Sign error in chain rule through composition,Procedural error,"When analyzing g(x) = f(h(x)), the student forgets that g'(x) = f'(h(x))·h'(x) and ignores the sign of h'(x), incorrectly concluding monotonicity from f' alone."
Q_M_02_080,ERR_M_02_003,Confusing local and absolute extrema on closed intervals,Setup error,The student finds only interior critical points and neglects endpoint evaluation when asked for absolute max/min on a closed interval.
Q_M_02_081,ERR_M_02_008,Using second derivative test at inflection point,Conceptual error,The student applies the second derivative test where f''(c) = 0 (inconclusive) and incorrectly classifies the point as neither max nor min without further analysis.
Q_M_02_082,ERR_M_02_003,Confusing local and absolute extrema on closed intervals,Setup error,The student finds only interior critical points and neglects endpoint evaluation when asked for absolute max/min on a closed interval.
Q_M_02_083,ERR_M_02_008,Using second derivative test at inflection point,Conceptual error,The student applies the second derivative test where f''(c) = 0 (inconclusive) and incorrectly classifies the point as neither max nor min without further analysis.
Q_M_02_084,ERR_M_02_001,Ignoring critical points where f' is undefined,Conceptual error,"The student only solves f'(x) = 0 and misses extrema at points where the derivative does not exist, such as cusps from absolute values or fractional exponents (e.g., x^(2/3) terms)."
Q_M_02_085,ERR_M_02_002,Missing a root of f' due to incomplete factorization,Procedural error,The student factors f'(x) partially and misses a critical point — especially when the derivative factors into a product with both polynomial and trigonometric/exponential factors.
Q_M_02_086,ERR_M_02_002,Missing a root of f' due to incomplete factorization,Procedural error,The student factors f'(x) partially and misses a critical point — especially when the derivative factors into a product with both polynomial and trigonometric/exponential factors.
Q_M_02_087,ERR_M_02_005,Incorrect implicit differentiation with mixed terms,Procedural error,"When differentiating equations like x²y² − 2x = 4(1 − y), the student applies the product rule incorrectly to the x²y² term or forgets dy/dx on y-containing terms."
Q_M_02_088,ERR_M_02_008,Using second derivative test at inflection point,Conceptual error,The student applies the second derivative test where f''(c) = 0 (inconclusive) and incorrectly classifies the point as neither max nor min without further analysis.
Q_M_02_089,ERR_M_02_007,Confusing f'(x) = 0 with f'' > 0 for convexity argument,Conceptual error,"When given f'' > 0 abstractly and asked about g(x) = f(x) + f(1-x), the student tries to compute explicit derivatives instead of reasoning from convexity and the increasing nature of f'."
Q_M_02_090,ERR_M_02_005,Incorrect implicit differentiation with mixed terms,Procedural error,"When differentiating equations like x²y² − 2x = 4(1 − y), the student applies the product rule incorrectly to the x²y² term or forgets dy/dx on y-containing terms."
Q_M_02_091,ERR_M_02_009,Rolle's theorem applied without checking equal endpoint values,Conceptual error,"The student applies Rolle's theorem without verifying f(a) = f(b), or confuses it with LMVT, leading to incorrect identification of the guaranteed point c."
Q_M_02_092,ERR_M_02_005,Incorrect implicit differentiation with mixed terms,Procedural error,"When differentiating equations like x²y² − 2x = 4(1 − y), the student applies the product rule incorrectly to the x²y² term or forgets dy/dx on y-containing terms."
Q_M_02_093,ERR_M_02_003,Confusing local and absolute extrema on closed intervals,Setup error,The student finds only interior critical points and neglects endpoint evaluation when asked for absolute max/min on a closed interval.
Q_M_02_094,ERR_M_02_005,Incorrect implicit differentiation with mixed terms,Procedural error,"When differentiating equations like x²y² − 2x = 4(1 − y), the student applies the product rule incorrectly to the x²y² term or forgets dy/dx on y-containing terms."
