question_id,topic,subject,year,shift,question_type,question_text,is_exemplar,exemplar_id,text_length,correct_answer,solution_steps,wrong_options
Q_M_20_154,Quadratic Equation And Inequalities,Mathematics,2022,26th June Morning,Numerical,The sum of the cubes of all the roots of the equation x⁴ − 3x³ − 2x² + 3x + 1 = 0 is ____,False,,89,36,"[{'step': 1, 'action': 'Divide the equation by x² and rearrange terms to group x² + 1/x² and x - 1/x.', 'concept_used': 'Reciprocal polynomial manipulation'}, {'step': 2, 'action': 'Substitute t = x - 1/x to transform the equation into a quadratic in t: t² - 3t = 0.', 'concept_used': 'Change of variables'}, {'step': 3, 'action': 'Solve for t to get t = 0 and t = 3, then solve x - 1/x = 0 and x - 1/x = 3 to find the four roots for x.', 'concept_used': 'Solving quadratic equations'}, {'step': 4, 'action': 'Calculate the sum of cubes of the roots using the identity a³ + b³ = (a+b)³ - 3ab(a+b) for each pair of roots.', 'concept_used': 'Symmetric sums of roots'}]","['27', '42', '18']"
Q_M_20_155,Quadratic Equation And Inequalities,Mathematics,2021,1st September Evening,Numerical,"Let f(x) be a polynomial of degree 3 such that f(k) = −2/k for k = 2, 3, 4, 5. Then the value of 52 − 10f(10) is equal to ____",False,,126,26,"[{'step': 1, 'action': 'Rewrite the condition f(k) = -2/k as a new polynomial g(x) = x f(x) + 2 which has roots 2, 3, 4, 5.', 'concept_used': 'Polynomial construction'}, {'step': 2, 'action': 'Express g(x) as A(x-2)(x-3)(x-4)(x-5) and use g(0) = 2 to find the leading coefficient A = 1/60.', 'concept_used': 'Factor theorem'}, {'step': 3, 'action': 'Evaluate g(10) to find 10 f(10) + 2 and solve for 10 f(10).', 'concept_used': 'Function evaluation'}, {'step': 4, 'action': 'Substitute the value of 10 f(10) into the final expression 52 - 10f(10).', 'concept_used': 'Basic arithmetic'}]","['28', '52', '24']"
Q_M_20_156,Quadratic Equation And Inequalities,Mathematics,2021,26th August Evening,Numerical,"Let λ ≠ 0 be in ℝ. If α and β are the roots of the equation x² − x + 2λ = 0, and α and γ are the roots of equation 3x² − 10x + 27λ = 0, then βγ/λ is equal to ____",False,,162,18,"[{'step': 1, 'action': 'Use the condition of a common root α to set up a system of equations by multiplying the first equation and subtracting it from the second.', 'concept_used': 'Condition for common root'}, {'step': 2, 'action': 'Solve the resulting linear equation to express the common root α in terms of λ (α = 3λ).', 'concept_used': 'Algebraic manipulation'}, {'step': 3, 'action': 'Substitute α = 3λ into the first quadratic equation to solve for λ, finding λ = 1/9.', 'concept_used': 'Substitution'}, {'step': 4, 'action': ""Calculate α, then find β and γ using the product of roots formulas (Vieta's), and evaluate βγ/λ."", 'concept_used': ""Vieta's formulas""}]","['9', '27', '12']"
Q_M_20_157,Quadratic Equation And Inequalities,Mathematics,2021,26th August Morning,Numerical,"The sum of all integral values of k (k ≠ 0) for which the equation 2/(x−1) − 1/(x−2) = 2/k in x has no real roots, is ____",False,,122,66,"[{'step': 1, 'action': 'Combine the fractions on the left side of the equation and cross-multiply to form a standard quadratic equation in x.', 'concept_used': 'Algebraic simplification'}, {'step': 2, 'action': 'Identify the condition for no real roots by setting the discriminant of the quadratic strictly less than zero (D < 0).', 'concept_used': 'Discriminant'}, {'step': 3, 'action': 'Solve the inequality k² - 12k + 4 < 0 to find the range of possible values for k.', 'concept_used': 'Solving quadratic inequalities'}, {'step': 4, 'action': 'Identify all integer values of k within this range and calculate their sum.', 'concept_used': 'Summation of arithmetic progression'}]","['65', '67', '55']"
Q_M_20_158,Quadratic Equation And Inequalities,Mathematics,2021,27th July Evening,Numerical,The number of real roots of the equation e^(4x) − e^(3x) − 4e^(2x) − e^x + 1 = 0 is equal to ____,False,,97,2,"[{'step': 1, 'action': 'Let y = e^x to convert the expression into a degree-4 reciprocal polynomial in y.', 'concept_used': 'Change of variables'}, {'step': 2, 'action': 'Divide by y² and substitute t = y + 1/y to reduce the equation to a quadratic in t: t² - t - 6 = 0.', 'concept_used': 'Reciprocal polynomial reduction'}, {'step': 3, 'action': 'Solve for t, keeping in mind that t = y + 1/y ≥ 2 for y > 0, to find the valid value t = 3.', 'concept_used': 'AM-GM inequality bounds'}, {'step': 4, 'action': 'Solve y + 1/y = 3 to find two positive real roots for y, which correspond to two real roots for x.', 'concept_used': 'Solving quadratic equations'}]","['4', '0', '1']"
Q_M_20_159,Quadratic Equation And Inequalities,Mathematics,2021,25th July Evening,Numerical,"If a + b + c = 1, ab + bc + ca = 2 and abc = 3, then the value of a⁴ + b⁴ + c⁴ is equal to ____",False,,95,13,"[{'step': 1, 'action': 'Use the expansion of (a+b+c)² to find a² + b² + c².', 'concept_used': 'Algebraic identities'}, {'step': 2, 'action': 'Use the expansion of (ab+bc+ca)² to find a²b² + b²c² + c²a².', 'concept_used': 'Algebraic identities'}, {'step': 3, 'action': 'Use the expansion of (a² + b² + c²)² to express a⁴ + b⁴ + c⁴ in terms of known quantities.', 'concept_used': 'Algebraic identities'}, {'step': 4, 'action': 'Substitute all computed values into the identity to find a⁴ + b⁴ + c⁴.', 'concept_used': 'Substitution'}]","['9', '17', '5']"
Q_M_20_160,Quadratic Equation And Inequalities,Mathematics,2021,25th July Morning,Numerical,"If α, β are roots of the equation x² + 5√2 x + 10 = 0, α > β and Pₙ = αⁿ − βⁿ for each positive integer n, then the value of (P₁₇P₂₀ + 5√2 P₁₇P₁₉)/(P₁₈P₁₉ + 5√2 P₁₈²) is equal to ____",False,,183,1,"[{'step': 1, 'action': ""Recognize that the roots α and β satisfy Newton's sum recurrence: P_{n+2} + 5√2 P_{n+1} + 10 P_n = 0."", 'concept_used': ""Newton's sums""}, {'step': 2, 'action': 'Rewrite the recurrence as P_{n+2} + 5√2 P_{n+1} = -10 P_n.', 'concept_used': 'Algebraic manipulation'}, {'step': 3, 'action': 'Apply the recurrence relation to simplify both the numerator and the denominator of the given expression.', 'concept_used': 'Substitution'}, {'step': 4, 'action': 'Observe that the simplified numerator and denominator are identical (-10 P₁₇ P₁₈), making their ratio 1.', 'concept_used': 'Cancellation'}]","['10', '25', '2']"
Q_M_20_161,Quadratic Equation And Inequalities,Mathematics,2021,26th February Evening,Numerical,"Let α and β be two real numbers such that α + β = 1 and αβ = −1. Let pₙ = αⁿ + βⁿ, pₙ₋₁ = 11 and pₙ₊₁ = 29 for some integer n ≥ 1. Then, the value of pₙ² is ____",False,,161,324,"[{'step': 1, 'action': ""Use the roots' sum and product to establish the recurrence relation p_{n+1} = p_n + p_{n-1}."", 'concept_used': ""Newton's sums""}, {'step': 2, 'action': 'Substitute the given values p_{n+1} = 29 and p_{n-1} = 11 into the recurrence relation.', 'concept_used': 'Substitution'}, {'step': 3, 'action': 'Solve the linear equation for p_n to find p_n = 18.', 'concept_used': 'Arithmetic'}, {'step': 4, 'action': 'Square the result to find p_n².', 'concept_used': 'Exponentiation'}]","['289', '361', '400']"
Q_M_20_162,Quadratic Equation And Inequalities,Mathematics,2021,26th February Morning,Numerical,The sum of 162nd power of the roots of the equation x³ − 2x² + 2x − 1 = 0 is ____,True,EX_M_20_023,81,3,"[{'step': 1, 'action': 'Identify x = 1 as a trivial root of the equation and factorize the cubic polynomial into (x-1)(x²-x+1) = 0.', 'concept_used': 'Factor theorem'}, {'step': 2, 'action': 'Find the remaining roots as -ω and -ω², where ω is the complex cube root of unity.', 'concept_used': 'Roots of unity'}, {'step': 3, 'action': 'Express the sum of the 162nd powers as 1^162 + (-ω)^162 + (-ω²)^162.', 'concept_used': 'Power evaluation'}, {'step': 4, 'action': 'Simplify the powers utilizing the property ω³ = 1 to find the final sum.', 'concept_used': 'Properties of complex roots'}]","['0', '2', '6']"
Q_M_20_163,Quadratic Equation And Inequalities,Mathematics,2021,24th February Evening,Numerical,The number of the real roots of the equation (x+1)² + |x−5| = 27/4 is ____,False,,74,2,"[{'step': 1, 'action': 'Split the absolute value equation into two cases based on the sign of (x-5).', 'concept_used': 'Piecewise definition of absolute value'}, {'step': 2, 'action': 'For x ≥ 5, simplify to 4x² + 12x - 43 = 0 and solve, checking if any root is ≥ 5 (none are valid).', 'concept_used': 'Solving quadratic equations'}, {'step': 3, 'action': 'For x < 5, simplify to 4x² + 4x - 3 = 0 and solve, yielding roots 1/2 and -3/2.', 'concept_used': 'Solving quadratic equations'}, {'step': 4, 'action': 'Verify that both roots satisfy the condition x < 5 to conclude there are 2 valid real roots.', 'concept_used': 'Domain verification'}]","['0', '1', '4']"
Q_M_20_164,Quadratic Equation And Inequalities,Mathematics,2020,8th January Morning,Numerical,The least positive value of 'a' for which the equation 2x² + (a−10)x + 33/2 = 2a has real roots is ____,False,,103,8,"[{'step': 1, 'action': 'Rearrange the given equation into standard quadratic form: 2x² + (a-10)x + (33/2 - 2a) = 0.', 'concept_used': 'Standard form of quadratic equation'}, {'step': 2, 'action': 'Apply the condition for real roots by setting the discriminant greater than or equal to zero (D ≥ 0).', 'concept_used': 'Discriminant'}, {'step': 3, 'action': 'Simplify the discriminant inequality to a² - 4a - 32 ≥ 0 and factorize it as (a-8)(a+4) ≥ 0.', 'concept_used': 'Solving quadratic inequalities'}, {'step': 4, 'action': 'Determine the solution intervals for a and select the least positive value.', 'concept_used': 'Interval analysis'}]","['4', '10', '12']"
Q_M_21_001,Sequences And Series,Mathematics,2026,28th January Evening,MCQ,6³/26 + 10·1·3²/25 + 10·2·3²/24 + 10·2²·3²/23 + … + 10·2²⁴·3 is equal to:,False,,73,45 \cdot 2^{24} + \frac{39}{2^{24}},"[{'step': 1, 'action': 'Identify the pattern of terms where the n-th term is 10 * 2^(n-1) * 3^2 / 2^(26-n)', 'concept_used': 'General term of a sequence'}, {'step': 2, 'action': 'Calculate the common ratio between consecutive terms as 4', 'concept_used': 'Geometric Progression'}, {'step': 3, 'action': 'Sum the GP of 24 terms to get 15 * 2^24 - 60/2^26', 'concept_used': 'Sum of geometric progression'}, {'step': 4, 'action': 'Add the first term and the last term to the GP sum', 'concept_used': 'Algebraic summation'}]","['3 \\cdot 2^{24}', '45 \\cdot 2^{25} + \\frac{15}{2^{24}}', '15 \\cdot 2^{24}']"
Q_M_21_002,Sequences And Series,Mathematics,2026,28th January Morning,MCQ,The value of ∑(k=1 to ∞) [(-1)^(k+1) · k(k+1)/k!] is,True,EX_M_21_032,52,1/e,"[{'step': 1, 'action': 'Simplify the general term using factorials to (-1)^(k+1) * (k+1)/(k-1)!', 'concept_used': 'Factorial simplification'}, {'step': 2, 'action': 'Shift the index by substituting n = k - 1', 'concept_used': 'Index substitution'}, {'step': 3, 'action': 'Split the term into two separate series involving (-1)^n / (n-1)! and 2 * (-1)^n / n!', 'concept_used': 'Partial fractions / Term splitting'}, {'step': 4, 'action': 'Evaluate the sums using the Taylor series expansion for e^x at x = -1', 'concept_used': 'Taylor series for e^x'}]","['e', '1 - 1/e', '2/e']"
Q_M_21_003,Sequences And Series,Mathematics,2026,28th January Morning,MCQ,"The common difference of the A.P.: a₁, a₂, …, aₘ is 13 more than the common difference of the A.P.: b₁, b₂, …, bₙ. If b₃₁ = -277, b₄₃ = -385 and a₇₈ = 327, then a₁ is equal to",False,,175,19,"[{'step': 1, 'action': 'Use the difference between the 43rd and 31st terms of B to find the common difference d_b', 'concept_used': 'Arithmetic Progression'}, {'step': 2, 'action': 'Calculate the common difference d_a for A using d_a = d_b + 13', 'concept_used': 'Linear equations'}, {'step': 3, 'action': 'Determine the first term b_1 of the sequence B', 'concept_used': 'N-th term of A.P.'}, {'step': 4, 'action': 'Substitute a_78 to find the first term a_1 of sequence A', 'concept_used': 'N-th term of A.P.'}]","['17', '23', '27']"
Q_M_21_004,Sequences And Series,Mathematics,2026,24th January Evening,MCQ,"Let a₁, a₂, a₃, a₄ be an A.P. of four terms such that each term of the A.P. and its common difference l are integers. If a₁ + a₂ + a₃ + a₄ = 48 and a₁a₂a₃a₄ + l⁴ = 361, then the largest term of the A.P. is equal to",False,,214,27,"[{'step': 1, 'action': 'Assume the four terms of the A.P. as a-3d, a-d, a+d, a+3d', 'concept_used': 'Standard assumption for A.P. terms'}, {'step': 2, 'action': 'Find a using the sum of the four terms', 'concept_used': 'Sum of sequence terms'}, {'step': 3, 'action': 'Substitute a into the product condition to form an equation in d^2', 'concept_used': 'Algebraic expansion'}, {'step': 4, 'action': 'Solve for d and identify the largest term of the sequence', 'concept_used': 'Quadratic equation solving'}]","['32', '21', '24']"
Q_M_21_005,Sequences And Series,Mathematics,2026,24th January Evening,MCQ,"(1/3 + 4/7) + (1/3² + 1/3·4/7 + 4²/7²) + (1/3³ + 1/3²·4/7 + 1/3·4²/7² + 4³/7³) + … upto infinite terms, is equal to",False,,115,5/2,"[{'step': 1, 'action': 'Let x = 1/3 and y = 4/7 and rewrite the n-th bracket as (x^(n+1) - y^(n+1))/(x - y)', 'concept_used': 'Sum of geometric terms'}, {'step': 2, 'action': 'Split the infinite series into two separate infinite geometric progressions for x and y', 'concept_used': 'Infinite geometric series'}, {'step': 3, 'action': 'Calculate the sums of x^2/(1-x) and y^2/(1-y)', 'concept_used': 'Sum of infinite G.P.'}, {'step': 4, 'action': 'Combine the results and divide by (x - y) to find the total sum', 'concept_used': 'Fraction arithmetic'}]","['7/2', '3/2', '9/4']"
Q_M_21_006,Sequences And Series,Mathematics,2026,24th January Morning,MCQ,"Let 729, 81, 9, 1, … be a sequence and Pₙ denote the product of the first n terms of this sequence. If 2∑(n=1 to 40) (Pₙ)^(1/n) = 3^α - 1/3^β and gcd(α, β) = 1, then α + β is equal to",False,,183,40,"[{'step': 1, 'action': 'Identify the geometric sequence with a=729 and r=1/9 and express the n-th term', 'concept_used': 'Geometric Progression'}, {'step': 2, 'action': 'Calculate the product of the first n terms and raise it to the power of 1/n', 'concept_used': 'Product of G.P.'}, {'step': 3, 'action': 'Sum the resulting terms from n=1 to 40', 'concept_used': 'Sum of finite G.P.'}, {'step': 4, 'action': 'Equate to 3^alpha - 1/3^beta to find alpha and beta, then compute their sum', 'concept_used': 'Comparing exponents'}]","['33', '42', '37']"
